Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,status.status,status.service,latitude,longitude,altitude,position_covariance_0,position_covariance_1,position_covariance_2,position_covariance_3,position_covariance_4,position_covariance_5,position_covariance_6,position_covariance_7,position_covariance_8,position_covariance_type
1593996300.9724126,26066,1574795822,857583999,navsat_link,2,1,40.663422395,-74.564418305,42.993,0.008100000000000001,0.0,0.0,0.0,0.011088090000000002,0.0,0.0,0.0,207.36,1
1593996301.1658525,26067,1574795823,50594091,navsat_link,2,1,40.66342141333333,-74.56441714333333,42.963,0.008100000000000001,0.0,0.0,0.0,0.011088090000000002,0.0,0.0,0.0,207.36,1
1593996301.3743732,26068,1574795823,259043931,navsat_link,2,1,40.66342005,-74.56441494166667,42.98199999999999,0.008100000000000001,0.0,0.0,0.0,0.010899360000000002,0.0,0.0,0.0,207.36,1
1593996301.570324,26069,1574795823,455235958,navsat_link,2,1,40.663418363333335,-74.564412405,42.934000000000005,0.008100000000000001,0.0,0.0,0.0,0.010899360000000002,0.0,0.0,0.0,207.36,1
1593996301.775819,26070,1574795823,660981893,navsat_link,2,1,40.66341689,-74.56441106666666,42.913000000000004,0.007938810000000003,0.0,0.0,0.0,0.010899360000000002,0.0,0.0,0.0,207.36,1
1593996301.9748619,26071,1574795823,855593919,navsat_link,2,1,40.66341567333333,-74.564408345,42.87499999999999,0.007938810000000003,0.0,0.0,0.0,0.010899360000000002,0.0,0.0,0.0,207.36,1
1593996302.1768312,26072,1574795824,61846971,navsat_link,2,1,40.66341448166666,-74.56440556,42.861,0.007938810000000003,0.0,0.0,0.0,0.010899360000000002,0.0,0.0,0.0,207.36,1
1593996302.3783066,26073,1574795824,263411998,navsat_link,2,1,40.66341321833333,-74.56440258333333,42.85,0.007938810000000003,0.0,0.0,0.0,0.010899360000000002,0.0,0.0,0.0,207.36,1
1593996302.5778863,26074,1574795824,462969064,navsat_link,2,1,40.66341183,-74.56440005666667,42.867,0.007938810000000003,0.0,0.0,0.0,0.010712250000000001,0.0,0.0,0.0,207.36,1
1593996302.7704906,26075,1574795824,655029058,navsat_link,2,1,40.66341093166667,-74.564396895,42.821999999999996,0.007938810000000003,0.0,0.0,0.0,0.010712250000000001,0.0,0.0,0.0,207.36,1
1593996302.975614,26076,1574795824,860753059,navsat_link,2,1,40.66340984,-74.56439405166667,42.788999999999994,0.007938810000000003,0.0,0.0,0.0,0.010712250000000001,0.0,0.0,0.0,207.36,1
1593996303.172299,26077,1574795825,57085990,navsat_link,2,1,40.66340873833333,-74.56439102166667,42.75599999999999,0.007938810000000003,0.0,0.0,0.0,0.010712250000000001,0.0,0.0,0.0,207.36,1
1593996303.3793514,26078,1574795825,264092922,navsat_link,2,1,40.663407453333335,-74.564388465,42.77,0.007938810000000003,0.0,0.0,0.0,0.010526760000000001,0.0,0.0,0.0,207.36,1
1593996303.5766253,26079,1574795825,461558103,navsat_link,2,1,40.663406118333334,-74.56438546333334,42.728,0.00777924,0.0,0.0,0.0,0.010526760000000001,0.0,0.0,0.0,207.36,1
