,x,y,z
6883,1289524.25,-4670297.0,4134180.5
6884,1289524.125,-4670296.0,4134181.0
6885,1289524.25,-4670296.5,4134180.5
6886,1289524.125,-4670295.5,4134181.0
6887,1289524.25,-4670296.5,4134180.5
6888,1289524.25,-4670296.0,4134180.5
6889,1289524.125,-4670295.5,4134181.25
6890,1289524.125,-4670296.0,4134180.75
6891,1289524.0,-4670294.0,4134181.5
6892,1289524.125,-4670296.0,4134180.75
6893,1289524.125,-4670295.5,4134181.5
6894,1289524.125,-4670295.5,4134180.75
6895,1289524.0,-4670294.5,4134181.75
6896,1289524.125,-4670295.5,4134181.0
6897,1289523.5,-4670288.5,4134183.5
6898,1289524.25,-4670297.0,4134180.5
6899,1289524.125,-4670296.0,4134181.0
6900,1289524.25,-4670296.5,4134180.5
6901,1289524.125,-4670295.5,4134181.0
6902,1289524.25,-4670296.5,4134180.5
6903,1289524.25,-4670296.5,4134181.0
6904,1289524.25,-4670296.0,4134180.5
6905,1289523.75,-4670291.5,4134181.75
6906,1289524.125,-4670296.0,4134180.75
6907,1289523.625,-4670290.5,4134182.25
6908,1289524.25,-4670296.0,4134180.75
6909,1289524.125,-4670295.0,4134181.5
6910,1289524.125,-4670296.0,4134180.75
6911,1289524.125,-4670296.0,4134181.5
6912,1289524.125,-4670296.0,4134181.0
6913,1289523.5,-4670288.5,4134183.5
6914,1289524.25,-4670297.0,4134180.5
6915,1289524.125,-4670295.5,4134181.0
6916,1289524.25,-4670296.5,4134180.5
6917,1289524.125,-4670295.5,4134181.0
6918,1289524.25,-4670296.5,4134180.5
6919,1289524.25,-4670296.5,4134181.0
6920,1289524.25,-4670296.0,4134180.75
6921,1289524.25,-4670296.0,4134180.75
6922,1289524.125,-4670295.5,4134181.5
6923,1289524.25,-4670296.0,4134180.75
6924,1289524.0,-4670294.5,4134181.5
6925,1289524.125,-4670295.5,4134180.75
6926,1289524.25,-4670296.0,4134181.5
6927,1289524.125,-4670296.0,4134181.0
6928,1289524.0,-4670294.5,4134182.0
6929,1289524.25,-4670297.0,4134180.5
6930,1289524.25,-4670296.0,4134181.0
6931,1289524.25,-4670296.5,4134180.5
6932,1289524.125,-4670295.5,4134181.0
6933,1289524.25,-4670296.5,4134180.5
6934,1289524.25,-4670296.0,4134181.0
6935,1289524.25,-4670296.0,4134180.75
6936,1289524.125,-4670295.0,4134181.25
6937,1289524.25,-4670296.0,4134180.75
6938,1289523.25,-4670285.5,4134183.0
6939,1289524.25,-4670296.0,4134180.75
6940,1289524.125,-4670294.5,4134181.5
6941,1289524.125,-4670295.5,4134180.75
6942,1289524.25,-4670296.0,4134181.5
6943,1289524.125,-4670295.5,4134181.0
6944,1289524.125,-4670294.5,4134181.75
6945,1289524.25,-4670297.0,4134180.5
6946,1289524.25,-4670296.0,4134181.0
6947,1289524.25,-4670296.5,4134180.5
6948,1289524.125,-4670295.5,4134181.0
6949,1289524.25,-4670296.5,4134180.5
6950,1289523.625,-4670289.0,4134181.75
6951,1289524.25,-4670296.0,4134180.5
6952,1289524.125,-4670295.0,4134181.25
6953,1289524.25,-4670296.0,4134180.75
6954,1289523.375,-4670285.5,4134183.0
6955,1289524.25,-4670296.0,4134180.75
6956,1289524.125,-4670294.5,4134181.5
6957,1289524.25,-4670296.0,4134180.75
6958,1289524.25,-4670296.0,4134181.0
6959,1289524.125,-4670294.5,4134181.75
6960,1289524.25,-4670297.0,4134180.5
6961,1289524.25,-4670296.0,4134181.0
6962,1289524.25,-4670296.5,4134180.5
6963,1289524.125,-4670295.5,4134181.0
6964,1289524.25,-4670296.5,4134180.5
6965,1289524.125,-4670295.5,4134181.25
6966,1289524.25,-4670296.0,4134180.5
6967,1289524.25,-4670296.5,4134181.25
6968,1289524.25,-4670296.0,4134180.75
6969,1289523.875,-4670291.0,4134182.0
6970,1289524.25,-4670296.0,4134180.75
6971,1289523.75,-4670291.0,4134182.25
6972,1289524.25,-4670296.0,4134180.75
6973,1289524.125,-4670294.5,4134181.75
6974,1289524.25,-4670296.0,4134181.0
6975,1289524.125,-4670295.5,4134181.75
6976,1289524.25,-4670297.0,4134180.5
6977,1289524.25,-4670296.0,4134181.0
6978,1289524.25,-4670296.5,4134180.5
6979,1289524.125,-4670295.5,4134181.0
6980,1289524.25,-4670296.5,4134180.5
6981,1289524.125,-4670295.5,4134181.25
6982,1289524.25,-4670296.0,4134180.5
6983,1289524.25,-4670296.5,4134181.25
6984,1289524.25,-4670296.0,4134180.75
6985,1289523.875,-4670291.0,4134182.0
6986,1289524.25,-4670296.0,4134180.75
6987,1289523.625,-4670288.5,4134182.75
6988,1289524.25,-4670296.0,4134180.75
6989,1289524.0,-4670292.5,4134182.25
6990,1289524.25,-4670296.0,4134181.0
6991,1289524.125,-4670295.5,4134181.75
6992,1289524.25,-4670297.0,4134180.5
6993,1289524.25,-4670296.5,4134180.5
6994,1289524.125,-4670295.5,4134181.0
6995,1289524.25,-4670296.5,4134180.5
6996,1289524.25,-4670295.5,4134181.25
6997,1289524.25,-4670296.0,4134180.5
6998,1289524.25,-4670295.5,4134181.25
6999,1289524.25,-4670296.0,4134180.75
7000,1289523.875,-4670290.5,4134182.0
7001,1289524.25,-4670296.0,4134180.75
7002,1289523.625,-4670288.5,4134182.75
7003,1289524.125,-4670294.5,4134181.75
7004,1289524.25,-4670296.0,4134181.0
7005,1289524.125,-4670295.5,4134181.75
7006,1289524.25,-4670297.0,4134180.5
7007,1289524.125,-4670295.0,4134181.0
7008,1289524.25,-4670296.5,4134180.5
7009,1289524.25,-4670296.5,4134180.5
7010,1289524.25,-4670296.0,4134180.5
7011,1289524.25,-4670295.5,4134181.25
7012,1289524.25,-4670296.0,4134180.75
7013,1289523.875,-4670290.5,4134182.25
7014,1289524.25,-4670295.5,4134180.75
7015,1289523.875,-4670291.5,4134182.25
7016,1289524.125,-4670294.5,4134181.75
7017,1289524.25,-4670296.0,4134181.0
7018,1289524.25,-4670297.0,4134180.5
7019,1289524.125,-4670295.0,4134181.0
7020,1289524.25,-4670296.5,4134180.5
7021,1289524.25,-4670295.5,4134181.0
7022,1289524.25,-4670296.5,4134180.5
7023,1289524.25,-4670296.0,4134181.0
7024,1289524.25,-4670296.0,4134180.75
7025,1289524.25,-4670295.5,4134181.25
7026,1289524.25,-4670296.0,4134180.75
7027,1289524.125,-4670295.0,4134181.5
7028,1289524.25,-4670295.5,4134180.75
7029,1289524.25,-4670295.5,4134181.5
7030,1289524.25,-4670295.5,4134180.75
7031,1289524.125,-4670294.5,4134181.75
7032,1289524.25,-4670296.0,4134181.0
7033,1289523.75,-4670289.0,4134183.25
7034,1289524.25,-4670297.0,4134180.5
7035,1289524.25,-4670296.0,4134181.0
7036,1289524.25,-4670296.5,4134180.5
7037,1289524.25,-4670295.5,4134181.0
7038,1289524.25,-4670296.5,4134180.5
7039,1289524.25,-4670295.5,4134181.25
7040,1289524.25,-4670296.0,4134180.5
7041,1289524.25,-4670295.5,4134181.25
7042,1289524.25,-4670296.0,4134180.75
7043,1289523.875,-4670291.0,4134182.0
7044,1289524.25,-4670295.5,4134180.75
7045,1289523.75,-4670288.5,4134182.75
7046,1289524.25,-4670295.5,4134180.75
7047,1289522.875,-4670274.5,4134186.25
7048,1289524.25,-4670295.5,4134181.0
7049,1289524.125,-4670294.5,4134181.75
7050,1289524.25,-4670297.0,4134180.5
7051,1289524.25,-4670296.0,4134181.0
7052,1289524.25,-4670296.5,4134180.5
7053,1289524.25,-4670295.5,4134181.0
7054,1289524.25,-4670296.5,4134180.5
7055,1289524.25,-4670295.5,4134181.25
7056,1289524.25,-4670296.0,4134180.5
7057,1289524.25,-4670295.5,4134181.25
7058,1289524.25,-4670296.0,4134180.75
7059,1289524.0,-4670291.0,4134182.0
7060,1289524.25,-4670295.5,4134180.75
7061,1289524.25,-4670296.0,4134181.25
7062,1289524.25,-4670295.5,4134180.75
7063,1289524.125,-4670294.5,4134181.75
7064,1289524.25,-4670295.5,4134181.0
7065,1289524.125,-4670294.5,4134182.0
7066,1289524.25,-4670297.0,4134180.5
7067,1289524.125,-4670294.5,4134181.0
7068,1289524.25,-4670296.5,4134180.5
7069,1289524.25,-4670295.5,4134181.0
7070,1289524.25,-4670296.5,4134180.5
7071,1289524.25,-4670295.5,4134181.25
7072,1289524.25,-4670296.0,4134180.5
7073,1289524.25,-4670295.5,4134181.25
7074,1289524.25,-4670296.0,4134180.75
7075,1289524.0,-4670291.0,4134182.0
7076,1289524.25,-4670295.5,4134180.75
7077,1289524.25,-4670296.0,4134181.25
7078,1289524.25,-4670295.5,4134180.75
7079,1289524.125,-4670294.5,4134181.75
7080,1289523.875,-4670288.0,4134183.75
7081,1289524.25,-4670297.0,4134180.5
7082,1289524.25,-4670295.0,4134181.0
7083,1289524.25,-4670296.5,4134180.5
7084,1289524.25,-4670295.5,4134181.0
7085,1289524.25,-4670296.5,4134180.5
7086,1289524.25,-4670295.5,4134181.25
7087,1289524.25,-4670296.0,4134180.5
7088,1289524.25,-4670296.0,4134180.75
7089,1289524.25,-4670295.5,4134181.25
7090,1289524.25,-4670295.5,4134180.75
7091,1289524.25,-4670295.0,4134181.5
7092,1289524.25,-4670295.5,4134180.75
7093,1289524.125,-4670294.5,4134181.75
7094,1289524.25,-4670295.0,4134181.0
7095,1289524.125,-4670294.5,4134182.0
7096,1289524.25,-4670297.0,4134180.5
7097,1289524.25,-4670295.0,4134181.0
7098,1289524.25,-4670296.5,4134180.5
7099,1289524.25,-4670296.0,4134181.0
7100,1289524.25,-4670296.5,4134180.5
7101,1289524.25,-4670295.5,4134181.25
7102,1289524.25,-4670296.0,4134180.5
7103,1289524.25,-4670295.5,4134181.25
7104,1289524.25,-4670296.0,4134180.75
7105,1289524.0,-4670290.5,4134182.0
7106,1289524.25,-4670295.5,4134180.75
7107,1289524.25,-4670295.0,4134181.5
7108,1289524.25,-4670295.5,4134180.75
7109,1289524.25,-4670294.5,4134181.75
7110,1289524.25,-4670295.5,4134181.0
7111,1289524.25,-4670294.5,4134181.75
7112,1289524.375,-4670297.0,4134180.5
7113,1289524.25,-4670295.0,4134181.0
7114,1289524.25,-4670296.5,4134180.5
7115,1289524.25,-4670296.0,4134181.0
7116,1289524.25,-4670296.5,4134180.5
7117,1289524.25,-4670295.5,4134181.25
7118,1289524.25,-4670296.0,4134180.5
7119,1289524.25,-4670295.5,4134181.25
7120,1289524.25,-4670296.0,4134180.75
7121,1289524.125,-4670291.0,4134182.0
7122,1289524.25,-4670295.5,4134180.75
7123,1289524.25,-4670295.5,4134181.5
7124,1289524.25,-4670295.5,4134180.75
7125,1289524.0,-4670288.5,4134183.0
7126,1289524.25,-4670296.0,4134181.0
7127,1289524.25,-4670294.5,4134181.75
7128,1289524.375,-4670297.0,4134180.5
7129,1289524.25,-4670295.0,4134181.0
7130,1289524.25,-4670296.5,4134180.5
7131,1289524.25,-4670296.5,4134180.5
7132,1289524.25,-4670295.5,4134181.25
7133,1289524.25,-4670296.0,4134180.5
7134,1289524.25,-4670296.0,4134180.75
7135,1289524.25,-4670296.5,4134181.25
7136,1289524.25,-4670295.5,4134180.75
7137,1289523.875,-4670285.0,4134183.5
7138,1289524.25,-4670295.5,4134180.75
7139,1289523.75,-4670283.0,4134184.5
7140,1289524.25,-4670296.0,4134181.0
7141,1289524.25,-4670294.5,4134182.0
7142,1289524.375,-4670297.0,4134180.5
7143,1289524.25,-4670295.0,4134181.0
7144,1289524.375,-4670296.5,4134180.5
7145,1289524.25,-4670295.0,4134181.0
7146,1289524.25,-4670296.5,4134180.5
7147,1289524.25,-4670296.0,4134180.75
7148,1289524.25,-4670296.0,4134180.75
7149,1289524.25,-4670296.5,4134181.25
7150,1289524.25,-4670295.5,4134180.75
7151,1289524.25,-4670294.5,4134181.75
7152,1289524.25,-4670295.5,4134180.75
7153,1289523.5,-4670276.5,4134186.0
7154,1289524.25,-4670295.0,4134181.0
7155,1289524.375,-4670297.0,4134180.5
7156,1289524.25,-4670295.5,4134181.0
7157,1289524.375,-4670296.5,4134180.5
7158,1289524.25,-4670295.0,4134181.0
7159,1289524.375,-4670296.5,4134180.5
7160,1289524.25,-4670295.5,4134181.25
7161,1289524.25,-4670296.0,4134180.75
7162,1289524.0,-4670288.5,4134182.25
7163,1289524.25,-4670296.0,4134180.75
7164,1289524.375,-4670296.5,4134181.25
7165,1289524.25,-4670296.0,4134180.75
7166,1289524.125,-4670291.5,4134182.25
7167,1289524.25,-4670295.5,4134180.75
7168,1289523.625,-4670276.5,4134186.0
7169,1289524.0,-4670288.5,4134183.5
7170,1289524.375,-4670297.0,4134180.5
7171,1289524.25,-4670295.5,4134181.0
7172,1289524.375,-4670296.5,4134180.5
7173,1289524.25,-4670294.5,4134181.0
7174,1289524.375,-4670296.5,4134180.5
7175,1289524.25,-4670295.0,4134181.25
7176,1289524.375,-4670296.0,4134180.75
7177,1289524.125,-4670288.5,4134182.0
7178,1289524.375,-4670296.0,4134180.75
7179,1289524.25,-4670296.0,4134181.25
7180,1289524.25,-4670296.0,4134180.75
7181,1289524.25,-4670295.5,4134181.5
7182,1289523.625,-4670275.5,4134186.25
7183,1289524.25,-4670295.0,4134181.0
7184,1289524.125,-4670289.0,4134183.5
7185,1289524.375,-4670297.0,4134180.5
7186,1289524.25,-4670295.5,4134181.0
7187,1289524.375,-4670296.5,4134180.5
7188,1289524.25,-4670295.5,4134181.0
7189,1289524.375,-4670296.5,4134180.5
7190,1289524.25,-4670295.0,4134181.25
7191,1289524.375,-4670296.0,4134180.5
7192,1289524.25,-4670295.0,4134181.25
7193,1289524.375,-4670296.0,4134180.75
7194,1289524.25,-4670295.5,4134180.75
7195,1289524.25,-4670295.5,4134181.5
7196,1289524.25,-4670295.5,4134180.75
7197,1289524.25,-4670295.5,4134181.0
7198,1289524.25,-4670294.5,4134182.0
7199,1289524.375,-4670297.0,4134180.5
7200,1289524.375,-4670296.0,4134181.0
7201,1289524.375,-4670296.5,4134180.5
7202,1289524.25,-4670295.5,4134181.0
7203,1289524.375,-4670296.5,4134180.5
7204,1289524.25,-4670295.0,4134181.25
7205,1289524.375,-4670296.0,4134180.75
7206,1289524.25,-4670291.0,4134181.75
7207,1289524.375,-4670296.0,4134180.75
7208,1289524.25,-4670293.5,4134181.75
7209,1289524.25,-4670295.5,4134180.75
7210,1289524.25,-4670295.5,4134181.5
7211,1289524.375,-4670295.5,4134180.75
7212,1289524.0,-4670284.0,4134184.25
7213,1289524.25,-4670295.0,4134181.0
7214,1289524.25,-4670293.0,4134182.25
7215,1289524.375,-4670296.5,4134180.5
7216,1289524.375,-4670295.5,4134181.0
7217,1289524.375,-4670296.5,4134180.5
7218,1289524.375,-4670295.5,4134181.0
7219,1289524.375,-4670296.5,4134180.5
7220,1289524.25,-4670295.0,4134181.25
7221,1289524.375,-4670296.0,4134180.75
7222,1289524.25,-4670291.5,4134181.75
7223,1289524.375,-4670296.0,4134180.75
7224,1289524.25,-4670293.5,4134181.75
7225,1289524.375,-4670295.5,4134180.75
7226,1289524.25,-4670291.5,4134182.25
7227,1289524.375,-4670296.0,4134180.75
7228,1289524.25,-4670293.0,4134182.0
7229,1289524.375,-4670296.0,4134181.0
7230,1289524.25,-4670293.0,4134182.25
7231,1289524.375,-4670296.5,4134180.5
7232,1289524.375,-4670295.5,4134181.0
7233,1289524.375,-4670296.5,4134180.5
7234,1289524.375,-4670295.5,4134181.0
7235,1289524.375,-4670296.5,4134180.5
7236,1289524.375,-4670295.0,4134181.25
7237,1289524.375,-4670296.0,4134180.75
7238,1289524.25,-4670289.0,4134182.0
7239,1289524.375,-4670296.0,4134180.75
7240,1289524.375,-4670295.0,4134181.5
7241,1289524.375,-4670295.5,4134180.75
7242,1289524.25,-4670288.0,4134182.75
7243,1289524.375,-4670296.0,4134180.75
7244,1289524.125,-4670285.5,4134183.75
7245,1289524.375,-4670295.5,4134181.0
7246,1289524.25,-4670293.0,4134182.25
7247,1289524.375,-4670296.5,4134180.5
7248,1289524.375,-4670295.5,4134181.0
7249,1289524.375,-4670296.5,4134180.5
7250,1289524.375,-4670295.5,4134181.0
7251,1289524.375,-4670296.5,4134180.5
7252,1289524.375,-4670295.0,4134181.25
7253,1289524.375,-4670296.0,4134180.75
7254,1289524.375,-4670296.0,4134181.25
7255,1289524.375,-4670296.0,4134180.75
7256,1289524.375,-4670295.0,4134181.5
7257,1289524.375,-4670295.5,4134180.75
7258,1289524.25,-4670286.5,4134183.25
7259,1289524.375,-4670296.0,4134180.75
7260,1289524.0,-4670274.5,4134186.5
7261,1289524.375,-4670295.5,4134181.0
7262,1289524.125,-4670278.5,4134186.25
7263,1289524.375,-4670296.5,4134180.5
7264,1289524.375,-4670293.5,4134181.0
7265,1289524.375,-4670296.5,4134180.5
7266,1289524.375,-4670295.5,4134181.0
7267,1289524.375,-4670296.5,4134180.5
7268,1289524.375,-4670296.0,4134180.75
7269,1289524.375,-4670296.0,4134181.25
7270,1289524.375,-4670296.0,4134180.75
7271,1289524.375,-4670295.5,4134181.25
7272,1289524.375,-4670295.5,4134180.75
7273,1289524.375,-4670293.5,4134181.75
7274,1289524.375,-4670296.0,4134180.75
7275,1289524.25,-4670290.5,4134182.75
7276,1289524.375,-4670296.5,4134180.5
7277,1289524.375,-4670295.0,4134181.0
7278,1289524.375,-4670296.5,4134180.5
7279,1289524.375,-4670295.0,4134181.0
7280,1289524.375,-4670296.5,4134180.5
7281,1289524.375,-4670296.0,4134181.0
7282,1289524.375,-4670296.0,4134180.75
7283,1289524.375,-4670295.5,4134181.25
7284,1289524.375,-4670296.0,4134180.75
7285,1289524.375,-4670296.0,4134181.25
7286,1289524.375,-4670295.5,4134180.75
7287,1289524.375,-4670293.0,4134182.0
7288,1289524.375,-4670296.0,4134180.75
7289,1289524.375,-4670293.0,4134182.0
7290,1289524.375,-4670295.5,4134181.0
7291,1289524.375,-4670293.0,4134182.25
7292,1289524.375,-4670297.0,4134180.5
7293,1289524.375,-4670295.5,4134181.0
7294,1289524.375,-4670296.5,4134180.5
7295,1289524.375,-4670296.0,4134181.0
7296,1289524.375,-4670296.5,4134180.75
7297,1289524.375,-4670295.5,4134181.25
7298,1289524.375,-4670296.0,4134180.75
7299,1289524.375,-4670295.5,4134181.25
7300,1289524.375,-4670296.0,4134180.75
7301,1289524.375,-4670293.0,4134181.75
7302,1289524.375,-4670295.5,4134180.75
7303,1289524.375,-4670293.0,4134182.0
7304,1289524.375,-4670295.5,4134180.75
7305,1289524.375,-4670293.0,4134182.0
7306,1289524.375,-4670296.0,4134181.0
7307,1289524.375,-4670293.5,4134182.25
7308,1289524.375,-4670297.0,4134180.5
7309,1289524.375,-4670295.5,4134181.0
7310,1289524.375,-4670296.5,4134180.5
7311,1289524.375,-4670295.0,4134181.0
7312,1289524.375,-4670296.5,4134180.5
7313,1289524.375,-4670295.5,4134181.25
7314,1289524.375,-4670296.0,4134180.75
7315,1289524.375,-4670296.0,4134181.25
7316,1289524.375,-4670296.0,4134180.75
7317,1289524.375,-4670296.0,4134181.25
7318,1289524.375,-4670295.5,4134180.75
7319,1289524.375,-4670293.0,4134182.0
7320,1289524.375,-4670296.0,4134180.75
7321,1289524.375,-4670294.5,4134181.75
7322,1289524.375,-4670293.0,4134182.25
7323,1289524.375,-4670297.0,4134180.5
7324,1289524.375,-4670295.5,4134181.0
7325,1289524.375,-4670296.5,4134180.5
7326,1289524.375,-4670295.0,4134181.0
7327,1289524.375,-4670296.5,4134180.5
7328,1289524.375,-4670295.5,4134181.25
7329,1289524.375,-4670296.0,4134180.75
7330,1289524.375,-4670293.0,4134181.5
7331,1289524.375,-4670296.0,4134180.75
7332,1289524.375,-4670293.5,4134181.75
7333,1289524.375,-4670295.5,4134180.75
7334,1289524.375,-4670296.0,4134181.25
7335,1289524.375,-4670296.0,4134180.75
7336,1289524.375,-4670295.0,4134181.0
7337,1289524.375,-4670293.0,4134182.25
7338,1289524.375,-4670297.0,4134180.5
7339,1289524.375,-4670295.5,4134181.0
7340,1289524.375,-4670296.5,4134180.5
7341,1289524.375,-4670295.5,4134181.0
7342,1289524.375,-4670296.5,4134180.5
7343,1289524.375,-4670295.5,4134181.25
7344,1289524.375,-4670296.0,4134180.75
7345,1289524.375,-4670293.0,4134181.5
7346,1289524.375,-4670296.0,4134180.75
7347,1289524.375,-4670293.5,4134181.5
7348,1289524.375,-4670295.5,4134180.75
7349,1289524.375,-4670294.0,4134181.75
7350,1289524.375,-4670296.0,4134180.75
7351,1289524.375,-4670293.0,4134182.0
7352,1289524.375,-4670295.5,4134181.0
7353,1289524.375,-4670296.5,4134180.5
7354,1289524.375,-4670296.0,4134181.0
7355,1289524.375,-4670296.5,4134180.5
7356,1289524.375,-4670295.0,4134181.0
7357,1289524.375,-4670296.5,4134180.5
7358,1289524.375,-4670295.5,4134181.25
7359,1289524.375,-4670296.0,4134180.5
7360,1289524.375,-4670293.0,4134181.5
7361,1289524.375,-4670296.0,4134180.75
7362,1289524.375,-4670293.5,4134181.75
7363,1289524.375,-4670295.5,4134180.75
7364,1289524.375,-4670293.5,4134181.75
7365,1289524.375,-4670295.5,4134180.75
7366,1289524.375,-4670294.0,4134182.0
7367,1289524.375,-4670295.5,4134181.0
7368,1289524.375,-4670293.5,4134182.25
7369,1289524.375,-4670297.0,4134180.5
7370,1289524.375,-4670296.0,4134181.0
7371,1289524.375,-4670296.5,4134180.5
7372,1289524.375,-4670296.0,4134181.0
7373,1289524.375,-4670296.5,4134180.5
7374,1289524.375,-4670296.0,4134181.25
7375,1289524.375,-4670296.0,4134180.5
7376,1289524.375,-4670295.5,4134181.25
7377,1289524.375,-4670296.0,4134180.75
7378,1289524.5,-4670286.0,4134182.75
7379,1289524.375,-4670295.5,4134180.75
7380,1289524.5,-4670293.5,4134181.75
7381,1289524.375,-4670295.5,4134180.75
7382,1289524.375,-4670294.0,4134182.0
7383,1289524.375,-4670296.0,4134181.0
7384,1289524.5,-4670287.5,4134183.75
7385,1289524.375,-4670297.0,4134180.5
7386,1289524.375,-4670296.0,4134181.0
7387,1289524.375,-4670296.5,4134180.5
7388,1289524.375,-4670296.0,4134181.0
7389,1289524.375,-4670296.5,4134180.5
7390,1289524.375,-4670295.0,4134181.25
7391,1289524.375,-4670296.0,4134180.75
7392,1289524.375,-4670295.5,4134181.25
7393,1289524.375,-4670296.0,4134180.75
7394,1289524.5,-4670288.0,4134182.5
7395,1289524.375,-4670295.5,4134180.75
7396,1289524.5,-4670291.5,4134182.25
7397,1289524.375,-4670295.5,4134180.75
7398,1289524.5,-4670294.5,4134181.75
7399,1289524.375,-4670296.0,4134181.0
7400,1289524.5,-4670293.5,4134182.25
7401,1289524.375,-4670297.0,4134180.5
7402,1289524.375,-4670295.5,4134181.0
7403,1289524.375,-4670296.5,4134180.5
7404,1289524.375,-4670296.0,4134181.0
7405,1289524.375,-4670296.5,4134180.5
7406,1289524.375,-4670296.0,4134181.25
7407,1289524.375,-4670296.0,4134180.5
7408,1289524.5,-4670294.0,4134181.5
7409,1289524.375,-4670296.0,4134180.75
7410,1289524.375,-4670296.0,4134181.25
7411,1289524.375,-4670295.5,4134180.75
7412,1289524.5,-4670293.0,4134182.0
7413,1289524.375,-4670295.5,4134180.75
7414,1289524.5,-4670294.5,4134181.75
7415,1289524.375,-4670296.0,4134181.0
7416,1289524.5,-4670294.5,4134182.0
7417,1289524.375,-4670297.0,4134180.5
7418,1289524.375,-4670295.5,4134181.0
7419,1289524.375,-4670296.5,4134180.5
7420,1289524.375,-4670296.0,4134181.0
7421,1289524.375,-4670296.5,4134180.5
7422,1289524.375,-4670295.5,4134181.25
7423,1289524.375,-4670296.0,4134180.75
7424,1289524.375,-4670296.0,4134181.25
7425,1289524.375,-4670296.0,4134180.75
7426,1289524.5,-4670293.5,4134181.75
7427,1289524.375,-4670295.5,4134180.75
7428,1289524.5,-4670293.0,4134182.0
7429,1289524.375,-4670295.5,4134180.75
7430,1289524.5,-4670291.5,4134182.5
7431,1289524.375,-4670295.5,4134181.0
7432,1289524.875,-4670278.5,4134186.25
7433,1289524.375,-4670297.0,4134180.5
7434,1289524.375,-4670296.0,4134181.0
7435,1289524.375,-4670296.5,4134180.5
7436,1289524.375,-4670296.0,4134181.0
7437,1289524.375,-4670296.5,4134180.5
7438,1289524.375,-4670296.0,4134180.75
7439,1289524.375,-4670296.0,4134181.25
7440,1289524.375,-4670296.0,4134180.75
7441,1289524.5,-4670295.5,4134181.25
7442,1289524.5,-4670293.5,4134181.75
7443,1289524.5,-4670295.5,4134180.75
7444,1289524.5,-4670291.5,4134182.5
7445,1289524.5,-4670296.0,4134181.0
7446,1289524.5,-4670293.0,4134182.25
7447,1289524.375,-4670296.5,4134180.5
7448,1289524.5,-4670296.0,4134181.0
7449,1289524.375,-4670296.5,4134180.5
7450,1289524.5,-4670296.0,4134181.0
7451,1289524.375,-4670296.5,4134180.5
7452,1289524.5,-4670293.5,4134181.25
7453,1289524.375,-4670296.0,4134180.75
7454,1289524.5,-4670296.0,4134181.25
7455,1289524.375,-4670296.0,4134180.75
7456,1289524.5,-4670296.0,4134181.25
7457,1289524.5,-4670295.5,4134180.75
7458,1289524.625,-4670291.5,4134182.25
7459,1289524.5,-4670295.5,4134180.75
7460,1289524.5,-4670294.0,4134182.0
7461,1289524.5,-4670296.0,4134181.0
7462,1289524.5,-4670294.0,4134182.0
7463,1289524.375,-4670296.5,4134180.5
7464,1289524.5,-4670296.0,4134181.0
7465,1289524.375,-4670296.5,4134180.5
7466,1289524.5,-4670296.0,4134181.0
7467,1289524.375,-4670296.5,4134180.5
7468,1289524.5,-4670296.0,4134181.25
7469,1289524.5,-4670296.0,4134180.75
7470,1289524.5,-4670296.0,4134181.25
7471,1289524.5,-4670296.0,4134180.75
7472,1289524.5,-4670296.0,4134181.25
7473,1289524.5,-4670295.5,4134180.75
7474,1289524.5,-4670293.5,4134181.75
7475,1289524.5,-4670294.0,4134180.75
7476,1289524.5,-4670294.0,4134182.0
7477,1289524.5,-4670296.0,4134181.0
7478,1289524.5,-4670293.0,4134182.25
7479,1289524.375,-4670296.5,4134180.5
7480,1289524.5,-4670296.0,4134181.0
7481,1289524.375,-4670296.5,4134180.5
7482,1289524.5,-4670296.0,4134181.0
7483,1289524.375,-4670296.5,4134180.5
7484,1289524.5,-4670296.0,4134181.25
7485,1289524.5,-4670296.0,4134180.75
7486,1289524.5,-4670296.0,4134181.25
7487,1289524.5,-4670296.0,4134180.75
7488,1289524.5,-4670295.5,4134181.25
7489,1289524.5,-4670295.5,4134180.75
7490,1289524.625,-4670291.5,4134182.25
7491,1289524.625,-4670291.5,4134182.5
7492,1289524.5,-4670293.5,4134182.25
7493,1289524.375,-4670297.0,4134180.5
7494,1289524.5,-4670296.0,4134181.0
7495,1289524.375,-4670296.5,4134180.5
7496,1289524.5,-4670296.0,4134181.0
7497,1289524.5,-4670296.5,4134180.5
7498,1289524.5,-4670296.0,4134181.25
7499,1289524.5,-4670296.0,4134180.75
7500,1289524.5,-4670296.0,4134181.25
7501,1289524.5,-4670296.0,4134180.75
7502,1289524.5,-4670295.5,4134181.25
7503,1289524.5,-4670295.5,4134180.75
7504,1289524.5,-4670296.0,4134181.25
7505,1289524.5,-4670295.5,4134180.75
7506,1289524.5,-4670296.0,4134181.5
7507,1289524.5,-4670295.5,4134181.0
7508,1289524.5,-4670294.0,4134182.0
7509,1289524.375,-4670297.0,4134180.5
7510,1289524.5,-4670296.0,4134181.0
7511,1289524.5,-4670296.5,4134180.5
7512,1289524.5,-4670296.0,4134181.0
7513,1289524.5,-4670296.5,4134180.5
7514,1289524.5,-4670296.0,4134181.25
7515,1289524.5,-4670296.0,4134180.75
7516,1289524.5,-4670296.0,4134181.25
7517,1289524.5,-4670296.0,4134180.75
7518,1289524.5,-4670295.5,4134181.25
