,x,y,z
529,1289523.0,-4670298.0,4134180.5
530,1289515.0,-4670298.5,4134181.0
531,1289522.75,-4670298.0,4134180.5
532,1289476.5,-4670299.0,4134183.5
533,1289522.5,-4670298.0,4134180.5
534,1289497.75,-4670298.5,4134183.25
535,1289522.0,-4670298.0,4134180.5
536,1289521.375,-4670298.0,4134180.5
537,1289520.125,-4670298.0,4134180.5
538,1289517.5,-4670298.0,4134180.5
539,1289514.875,-4670298.5,4134180.75
540,1289523.0,-4670298.0,4134180.5
541,1289515.0,-4670298.0,4134181.0
542,1289522.75,-4670298.0,4134180.5
543,1289522.5,-4670298.0,4134180.5
544,1289497.875,-4670298.5,4134183.25
545,1289522.0,-4670298.0,4134180.5
546,1289521.375,-4670298.0,4134180.5
547,1289520.125,-4670298.0,4134180.5
548,1289496.625,-4670298.5,4134186.25
549,1289517.625,-4670298.0,4134180.5
550,1289497.125,-4670298.5,4134187.25
551,1289515.625,-4670298.0,4134180.75
552,1289523.0,-4670298.0,4134180.5
553,1289514.25,-4670298.0,4134181.0
554,1289522.75,-4670298.0,4134180.5
555,1289513.375,-4670298.0,4134181.5
556,1289522.5,-4670298.0,4134180.5
557,1289497.625,-4670298.5,4134183.25
558,1289522.0,-4670298.0,4134180.5
559,1289521.375,-4670298.0,4134180.5
560,1289520.125,-4670298.0,4134180.5
561,1289496.625,-4670298.5,4134186.25
562,1289517.5,-4670298.0,4134180.5
563,1289497.25,-4670298.5,4134187.25
564,1289515.625,-4670298.0,4134180.75
565,1289523.0,-4670298.0,4134180.5
566,1289514.25,-4670298.0,4134181.0
567,1289522.75,-4670298.0,4134180.5
568,1289522.5,-4670298.0,4134180.5
569,1289493.25,-4670298.5,4134183.75
570,1289522.0,-4670298.0,4134180.5
571,1289521.375,-4670298.0,4134180.5
572,1289482.125,-4670298.5,4134187.75
573,1289520.125,-4670298.0,4134180.5
574,1289517.5,-4670298.0,4134180.5
575,1289514.25,-4670298.0,4134180.75
576,1289523.0,-4670298.0,4134180.5
577,1289514.25,-4670298.0,4134181.0
578,1289522.75,-4670298.0,4134180.5
579,1289514.25,-4670298.0,4134181.5
580,1289522.5,-4670298.0,4134180.5
581,1289497.75,-4670298.0,4134183.25
582,1289522.0,-4670298.0,4134180.5
583,1289521.375,-4670298.0,4134180.5
584,1289470.125,-4670298.5,4134189.5
585,1289520.125,-4670298.0,4134180.5
586,1289517.5,-4670298.0,4134180.5
587,1289523.0,-4670298.0,4134180.5
588,1289514.25,-4670298.0,4134181.0
589,1289522.75,-4670298.0,4134180.5
590,1289514.25,-4670298.0,4134181.5
591,1289522.5,-4670298.0,4134180.5
592,1289497.625,-4670298.0,4134183.25
593,1289522.0,-4670298.0,4134180.5
594,1289521.375,-4670298.0,4134180.5
595,1289520.25,-4670298.0,4134180.5
596,1289517.5,-4670298.0,4134180.5
597,1289507.25,-4670298.0,4134180.75
598,1289482.375,-4670298.0,4134192.25
599,1289523.0,-4670298.0,4134180.5
600,1289514.25,-4670298.0,4134181.0
601,1289522.75,-4670298.0,4134180.5
602,1289514.25,-4670298.0,4134181.5
603,1289522.5,-4670298.0,4134180.5
604,1289514.0,-4670298.0,4134181.75
605,1289522.0,-4670298.0,4134180.5
606,1289513.75,-4670298.0,4134182.25
607,1289521.375,-4670298.0,4134180.5
608,1289482.0,-4670298.0,4134187.75
609,1289520.25,-4670298.0,4134180.5
610,1289496.25,-4670298.0,4134186.5
611,1289517.375,-4670298.0,4134180.5
612,1289506.375,-4670298.0,4134180.5
613,1289523.0,-4670298.0,4134180.5
614,1289522.75,-4670298.0,4134180.5
615,1289514.25,-4670298.0,4134181.5
616,1289522.375,-4670298.0,4134180.5
617,1289514.0,-4670298.0,4134181.75
618,1289522.0,-4670298.0,4134180.5
619,1289513.75,-4670298.0,4134182.25
620,1289521.375,-4670298.0,4134180.5
621,1289513.625,-4670298.0,4134182.75
622,1289520.25,-4670298.0,4134180.5
623,1289482.25,-4670298.0,4134189.25
624,1289517.5,-4670298.0,4134180.5
625,1289482.375,-4670298.0,4134190.75
626,1289506.5,-4670298.0,4134180.5
627,1289523.0,-4670298.0,4134180.5
628,1289522.75,-4670298.0,4134180.5
629,1289514.75,-4670298.0,4134181.5
630,1289522.5,-4670298.0,4134180.5
631,1289514.0,-4670298.0,4134181.75
632,1289522.0,-4670298.0,4134180.5
633,1289513.875,-4670298.0,4134182.25
634,1289521.375,-4670298.0,4134180.5
635,1289513.625,-4670298.0,4134182.75
636,1289520.25,-4670298.0,4134180.5
637,1289496.0,-4670298.0,4134186.5
638,1289517.375,-4670298.0,4134180.5
639,1289506.5,-4670298.0,4134180.5
640,1289523.0,-4670298.0,4134180.5
641,1289522.75,-4670298.0,4134180.5
642,1289514.75,-4670298.0,4134181.5
643,1289522.5,-4670298.0,4134180.5
644,1289514.5,-4670298.0,4134181.75
645,1289522.0,-4670298.0,4134180.5
646,1289513.875,-4670298.0,4134182.25
647,1289521.375,-4670298.0,4134180.5
648,1289513.625,-4670298.0,4134182.5
649,1289520.125,-4670298.0,4134180.5
650,1289495.875,-4670297.5,4134186.5
651,1289517.375,-4670298.0,4134180.5
652,1289506.75,-4670298.0,4134180.5
653,1289523.0,-4670298.0,4134180.5
654,1289493.75,-4670297.5,4134181.5
655,1289522.75,-4670298.0,4134180.5
656,1289493.75,-4670297.5,4134182.5
657,1289522.5,-4670298.0,4134180.5
658,1289514.5,-4670298.0,4134181.75
659,1289522.0,-4670298.0,4134180.5
660,1289513.75,-4670298.0,4134182.25
661,1289521.375,-4670298.0,4134180.5
662,1289513.625,-4670298.0,4134182.75
663,1289520.125,-4670298.0,4134180.5
