Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
1678822352.0146291,11727,1678822352,13897791,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0014647385995435807,-0.013981595722916,0.0003994741635118857,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.14125789794921875,-0.1580173095703125,9.981426721191406,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.0255911,11728,1678822352,23916014,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.02769687533682408,-0.0029294771990871615,0.0111852765783328,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.1388636962890625,0.05746083984375,9.775525378417969,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.0349195,11729,1678822352,33917879,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.029960562263391426,0.0014647385995435807,0.005725796343670361,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.3399766357421875,-0.40222587890625,9.81862100830078,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.0459187,11730,1678822352,43918054,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.002530003035575276,-0.0038615835806148956,0.00692421883420602,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-0.009576806640625,-0.7350199096679687,9.91438907470703,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.0552063,11731,1678822352,53935957,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.013049489341388266,-0.0073236929977179045,0.0021305288720633903,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,-0.13168109130859373,-0.06943184814453125,9.85692823486328,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.0646045,11732,1678822352,63935847,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.010253170196805066,-0.0167779148674992,-0.004127899689622819,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.3184288208007812,-0.055066638183593745,9.878476049804688,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.075514,11733,1678822352,73938390,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.01251685712337242,-0.012383699068868458,0.004660531907638666,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.36391865234375,-0.11013327636718749,9.821015209960937,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.084887,11734,1678822352,83955736,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.012250541014364496,0.0066579027251980945,0.005725796343670361,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.11731588134765625,-0.5817910034179687,9.9981861328125,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.095743,11735,1678822352,93955687,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.005060006071150552,-0.014514227940931847,0.001331580545039619,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.23223756103515625,-0.8283937744140625,9.97184991455078,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.1052027,11736,1678822352,103958599,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.016511598758491276,-0.020106866230098247,0.006524744670694133,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.35194764404296874,-0.5147533569335937,9.72285294189453,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.1146488,11737,1678822352,113958705,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.01038632825130903,0.003062635253591124,0.0021305288720633903,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.016759411621093748,-0.05027823486328125,10.031704956054687,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.125603,11738,1678822352,123975293,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.021438446775137867,0.008788431597261486,0.003728425526110933,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.39264907226562495,-0.16280571289062498,10.000580334472655,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.1349669,11739,1678822352,133974831,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.01824265346704278,0.005725796343670361,0.0021305288720633903,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.4165910888671875,-0.6847416748046875,9.9981861328125,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.1458764,11740,1678822352,143979102,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0033289513625990473,-0.006791060779702058,0.0027963191445832,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.12210428466796874,-0.6751648681640625,10.01015714111328,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.1553,11741,1678822352,153994979,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.01691107292200316,-0.0042610577441267805,0.0027963191445832,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.23223756103515625,-0.3232172241210937,9.686939916992188,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.1646025,11742,1678822352,163994883,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.004527373853134705,-0.010652644360316953,0.0011984224905356572,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.354341845703125,-0.239420166015625,9.995791931152343,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.175574,11743,1678822352,173999172,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.00972053797878922,0.0005326322180158476,0.004127899689622819,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.2705447875976562,-0.03591302490234375,9.672574707031249,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.1849663,11744,1678822352,183999437,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.00625842856168621,-0.01265001517787638,0.005193164125654515,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.21308394775390624,-0.6081272216796875,9.8449572265625,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.1959045,11745,1678822352,194014819,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.00692421883420602,-0.007456851052221866,-0.0005326322180158476,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.28012159423828126,-0.8475473876953125,9.868899243164062,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.205359,11746,1678822352,204019643,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.013582121559404116,-0.011451592687340723,-0.0019973708175594286,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.016759411621093748,-0.612915625,9.749189160156249,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.2147427,11747,1678822352,214019747,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.001731054708551505,-0.014114753777419962,-0.0021305288720633903,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.05027823486328125,-0.18914193115234373,9.945513696289062,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.2256503,11748,1678822352,224034068,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.02077265650261806,-0.001331580545039619,0.003062635253591124,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.4740519287109375,-0.086191259765625,9.651026892089844,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.2350588,11749,1678822352,234034205,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.015579492376963544,0.012250541014364496,-0.0022636869265673524,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.1771709228515625,-0.63206923828125,9.78031378173828,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.2459235,11750,1678822352,244040153,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.003062635253591124,-0.00972053797878922,0.0006657902725198095,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.19393033447265623,-0.6272808349609375,10.072406384277343,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.2552667,11751,1678822352,254054007,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0035952674716069714,0.003994741635118857,0.01038632825130903,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.29927520751953124,-0.17238251953125,9.689334118652344,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.2646484,11752,1678822352,264053915,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.007989483270237714,-0.009853696033293181,0.0002663161090079238,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.08858546142578125,-0.062249243164062495,9.87608184814453,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.2755427,11753,1678822352,274060166,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.023968449810713145,0.0005326322180158476,0.003728425526110933,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.33039982910156246,0.1867477294921875,9.87608184814453,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.285101,11754,1678822352,284060449,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.01597896654047543,-0.008921589651765448,0.004127899689622819,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.35194764404296874,-0.40462008056640625,9.847351428222655,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.2959752,11755,1678822352,294073734,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0010652644360316951,0.009321063815277333,0.0003994741635118857,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.2657563842773437,-0.47884033203125,10.01733974609375,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.3054352,11756,1678822352,304073519,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.021438446775137867,-0.008255799379245638,0.0,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.10295067138671875,-0.36391865234375,9.689334118652344,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.3148117,11757,1678822352,314080356,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0009321063815277333,-0.004394215798630743,-0.001731054708551505,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.25139117431640623,-0.06464344482421874,9.981426721191406,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.3257658,11758,1678822352,324093098,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.014913702104443732,0.007456851052221866,0.005725796343670361,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.34715924072265625,-0.08858546142578125,9.859322436523437,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.3349605,11759,1678822352,334093233,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.015446334322459582,0.008522115488253561,0.0003994741635118857,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.21787235107421873,-0.6440402465820312,9.986215124511718,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.3460615,11760,1678822352,344101247,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.001331580545039619,-0.004527373853134705,-0.0029294771990871615,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.26815058593749996,-0.6847416748046875,10.20169327392578,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.3553405,11761,1678822352,354101183,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.005992112452678286,-0.020639498448114094,0.00625842856168621,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.2059013427734375,-0.3591302490234375,9.70369932861328,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.3646488,11762,1678822352,364112947,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0023968449810713144,-0.006125270507182248,-0.003728425526110933,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.055066638183593745,-0.17477672119140625,10.127473022460936,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.375703,11763,1678822352,374121603,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.019707392066586362,0.0011984224905356572,-0.0031957933080950856,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.4572925170898437,0.02154781494140625,9.95987890625,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.3850758,11764,1678822352,384121493,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.017710021249026934,0.00346210941710301,0.0083889574337496,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.3495534423828125,-0.3399766357421875,9.911994873046874,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.3959599,11765,1678822352,394132653,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.0021305288720633903,-0.0001331580545039619,-0.0007989483270237714,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.36152445068359373,-0.5961562133789062,10.01015714111328,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.4054677,11766,1678822352,404132052,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.016378440703987314,-0.01038632825130903,0.0042610577441267805,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.2609679809570312,-0.062249243164062495,9.694122521972655,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.414847,11767,1678822352,414141791,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0022636869265673524,-0.018375811521546742,0.0021305288720633903,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.277727392578125,-0.15322890625,9.751583361816406,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.4257004,11768,1678822352,424152445,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.021971078993153714,-0.006791060779702058,0.0033289513625990473,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.4261678955078125,0.0143652099609375,9.765948571777344,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.4351654,11769,1678822352,434152267,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.009587379924285258,-0.0003994741635118857,0.004127899689622819,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.13407529296874998,-0.6057330200195312,9.967061511230469,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.4460616,11770,1678822352,444162159,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0038615835806148956,-0.005326322180158476,-0.004127899689622819,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.23223756103515625,-0.5578489868164063,9.969455712890625,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.4553196,11771,1678822352,454162203,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.013049489341388266,-0.019707392066586362,0.005725796343670361,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.0526724365234375,-0.411802685546875,9.727641345214844,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.4663277,11772,1678822352,464171965,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.003994741635118857,-0.011451592687340723,0.01038632825130903,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.011971008300781249,0.031124621582031248,10.060435375976562,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.47577,11773,1678822352,474182448,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.011851066850852611,-0.018642127630554665,0.003728425526110933,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.35194764404296874,-0.105344873046875,9.935936889648437,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
1678822352.485249,11774,1678822352,484182497,aquila2/os_imu,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.023835291756209184,-0.005060006071150552,0.005326322180158476,0.0006,0.0,0.0,0.0,0.0006,0.0,0.0,0.0,0.0006,0.28012159423828126,-0.6009446166992187,9.686939916992188,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01
